image_name,x,y,z
100049163.jpg,1.3825747166627582,5.795520076112548,1.0467591545571258
100282495.jpg,1.2819842998343611,5.728765895746449,1.0245082056822266
100482507.jpg,1.2139371658774967,5.677317328430584,1.0131816447420279
100715833.jpg,1.1241063992467666,5.614823642452587,1.0042475666514639
100982494.jpg,1.0080470510728443,5.536361926571822,1.00285144346827
101215830.jpg,0.9047356718993778,5.478226377358043,1.0152582419808025
101449184.jpg,0.8183840441620788,5.4146520560616755,1.010602168492546
101682492.jpg,0.7151436905262674,5.356715815987217,0.9951185495272195
101915820.jpg,0.6553044820288061,5.317970049547305,0.9958484584970851
102149155.jpg,0.5146496456217189,5.228221955649278,0.9770251909739839
102382486.jpg,0.4259738811084788,5.17698501813618,0.9849759990988738
102615813.jpg,0.3537281699651613,5.134797392826905,0.9504872178610828
102849149.jpg,0.22710032928823098,5.055981576237397,0.950766750430108
103082474.jpg,0.1361454385882186,5.005364892112063,0.9947245964947302
103315832.jpg,0.0612595743340576,4.972143772446063,1.0288865908650835
103549134.jpg,-0.05733050264732964,4.916146509552581,1.0042033815167941
103782482.jpg,-0.1578536100851764,4.854983842196509,0.98799053785747
103982472.jpg,-0.27141273066732596,4.807652359020479,0.8577698948862399
104215805.jpg,-0.32003096564025846,4.758282331087244,0.8068717482947614
104449137.jpg,-0.33266571251729693,4.726781194087064,0.8257610857534646
104682471.jpg,-0.33563796367758547,4.708034076353335,0.8427179482175149
104915799.jpg,-0.3132910246921061,4.6996360474725245,0.854351845125785
105149136.jpg,-0.30618692639243816,4.688556090603919,0.8740072693665275
105382468.jpg,-0.2862882773007207,4.700318241467724,0.8865446264950937
105615793.jpg,-0.2626648956694879,4.708386035029675,0.9031530135518625
105849117.jpg,-0.25480102819250683,4.720155038852191,0.9123168699490491
106049124.jpg,-0.2441772608528776,4.728475264884259,0.9289931485022294
106282449.jpg,-0.22273100580151417,4.735733965038184,0.9223080084203965
106515776.jpg,-0.22462432078169647,4.748053778389477,0.9331833642248527
106715785.jpg,-0.21331961198365246,4.754834845596826,0.9521887477642474
106949116.jpg,-0.2034495398148468,4.774973891594456,0.9642325582020449
107182448.jpg,-0.20270003257744906,4.786476715505173,0.9777035931395879
107415764.jpg,-0.1856826991817777,4.792654373178947,0.9720861324259253
107649095.jpg,-0.1856227293225985,4.809571424276323,0.898723894014051
107882434.jpg,-0.18203716526688396,4.817345291975808,0.7262400881378804
108115758.jpg,-0.19558497251086804,4.819162108933792,0.5454055887540572
108349084.jpg,-0.19329538308013494,4.818454483582734,0.40892562422973194
108582419.jpg,-0.1931442563129555,4.806689289964106,0.30008539706064247
108815749.jpg,-0.18200344016394454,4.805658033923678,0.20686469138137856
109049081.jpg,-0.18943142255903056,4.793816921670983,0.12479513267167269
109282416.jpg,-0.1854842795620708,4.787154728541495,0.0626815082737866
109515746.jpg,-0.18746469548730227,4.773091953478304,-0.10179558092205668
109749075.jpg,-0.17997922106158204,4.773596921209122,-0.08454656750749504
109949080.jpg,-0.18618970854805106,4.77314084712045,-0.07558434711827225
110182409.jpg,-0.186870981185415,4.773335128785471,-0.07388518884669643
110449070.jpg,-0.1872853469504545,4.773460913930513,-0.07034534914400467
110649074.jpg,-0.18779163298667823,4.773616490594145,-0.06664928519690408
110882428.jpg,-0.18830984261023742,4.77377742357778,-0.06665267966531341
111115735.jpg,-0.18855875255291954,4.773854745376773,-0.06664907556247451
111349063.jpg,-0.18776485105001295,4.7736080712857545,-0.06666117343441894
111549065.jpg,-0.18854245413495718,4.773847132731882,-0.06695480896688882
111782398.jpg,-0.18839832471411588,4.773801364742563,-0.06707562043111676
112015728.jpg,-0.1883939545353286,4.773798208873196,-0.06728905236877192
112282388.jpg,-0.18864052190536462,4.77387656923195,-0.06707540175566715
112515718.jpg,-0.18863611639064137,4.773873402683138,-0.06728883280869202
112749047.jpg,-0.18862954295651813,4.773871362729542,-0.06728872191871531
112949055.jpg,-0.18862739262578931,4.773872494779336,-0.06707518012356986
113182384.jpg,-0.1888855648775365,4.7739507570570865,-0.06729899444260071
113449057.jpg,-0.18888110007245174,4.773947562300199,-0.06751242384317768
60582822.jpg,5.038845451732106,4.161440500095331,-0.01452801455243217
60849474.jpg,5.038845451732106,4.161440500095331,-0.01452801455243217
61082806.jpg,5.038845451732106,4.161440500095331,-0.01452801455243217
61316162.jpg,5.039546192083369,4.160456842437908,-0.01452801455243217
61549464.jpg,5.039548323927715,4.160449401419281,-0.015381979471421954
61749486.jpg,5.039548323927715,4.160449401419281,-0.015381979471421954
61982804.jpg,5.039548323927715,4.160449401419281,-0.015381979471421954
62216131.jpg,5.039548323927715,4.160449401419281,-0.015381979471421954
62449470.jpg,5.039546192083369,4.160456842437908,-0.01452801455243217
62682793.jpg,5.039546192083369,4.160456842437908,-0.01452801455243217
62916121.jpg,5.039546192083369,4.160456842437908,-0.01452801455243217
63116128.jpg,5.039544016748636,4.160464107201104,-0.01367054808810015
63349460.jpg,5.039544016748636,4.160464107201104,-0.01367054808810015
63582791.jpg,5.040244518839245,4.159480279122881,-0.01367054808810015
63816116.jpg,5.040244518839245,4.159480279122881,-0.01367054808810015
64016121.jpg,5.040244518839245,4.159480279122881,-0.01367054808810015
64249472.jpg,5.040244518839245,4.159480279122881,-0.01367054808810015
64482790.jpg,5.032059246226906,4.170973457576023,-0.004522380701460901
64716106.jpg,5.042537386377273,4.156286665665208,0.00371121594743205
64949444.jpg,5.0390132431414525,4.161232216599391,0.007401633212640077
65182767.jpg,5.039501022645892,4.160556856894042,-0.0009547291162914147
65416095.jpg,5.03950196580929,4.1605555548368525,-0.0008855072581738287
65649432.jpg,5.040139393760617,4.159603427109168,0.01810261798109681
65882759.jpg,5.040158596794807,4.159603012896525,0.013236940595259069
66116087.jpg,5.04034183392435,4.1593353303460985,0.015301882693689307
66349421.jpg,4.969712542167965,4.256020257969939,0.009770963373429559
66582829.jpg,4.684622139969956,4.619503376271027,0.20867839473150993
66849432.jpg,4.173252825069873,5.102124067900737,0.4909766587583842
67082766.jpg,3.6142132601416117,5.512040947967698,0.6774679404970597
67316096.jpg,3.55860981068939,5.562134292132218,0.8195683977797013
67582755.jpg,3.4456423968903223,5.641693222958998,0.9806706795692359
67782767.jpg,3.4596416245643815,5.633842117760083,1.0466683724571855
68016093.jpg,3.46030197588533,5.6451199582863065,1.014402896113134
68249423.jpg,3.4574924597643917,5.646770694389175,0.8730703561157492
68482746.jpg,3.4565053268220733,5.635661463804314,0.7106527269841252
68716091.jpg,3.4458515952791338,5.646777729998114,0.6211285226160719
68949420.jpg,3.4489312530182925,5.656766999271118,0.5876640976192179
69182748.jpg,3.4400057526072265,5.657391151195321,0.6109731208770052
69416070.jpg,3.4402249763923285,5.645539733210639,0.6693149957366749
69616081.jpg,3.42758365710571,5.646066728720801,0.7206168384468465
69849411.jpg,3.427487052848319,5.657833015250589,0.7893996575440579
70082741.jpg,3.4274044642887085,5.657890016928579,0.8391655949105343
70349401.jpg,3.4295151236002157,5.644981358363443,0.8891608721136435
70582738.jpg,3.4295389059256416,5.644953475816729,0.9292509266782023
70816067.jpg,3.4274537399545273,5.646100570529334,0.958013960653867
71016067.jpg,3.427380560111887,5.646101098386318,0.9886940206543868
71249399.jpg,3.4274070287386595,5.6578724670145455,0.9957326420419252
71482721.jpg,3.2786933692042153,5.725907414188814,1.0510651001447788
71716069.jpg,2.665078588909724,5.963150853373951,1.3951422604595944
71949399.jpg,2.6671413300757294,5.922536086409972,1.3486483752636325
72216067.jpg,2.575984882713735,5.870652811103724,1.2657150964117725
72482714.jpg,2.443980772844026,5.8022499135445145,1.197474368544788
72716061.jpg,2.31655208079806,5.750560881480769,1.221925878406896
72949406.jpg,2.2044037965768704,5.693558508125429,1.2007082947877015
73149383.jpg,2.0985656427780226,5.642660196029842,1.2007225374871675
73382713.jpg,1.9769867061794977,5.603153694885845,1.2187985589917762
73649375.jpg,1.838959771273452,5.53125404248761,1.2299893202581957
73882714.jpg,1.719588568020028,5.473564888792843,1.2358582235409605
74149368.jpg,1.5906825368865931,5.411066990334953,1.2487093696009832
74349374.jpg,1.5005854397131513,5.374952427564521,1.270766933949981
74582713.jpg,1.3851796821238005,5.321064073875517,1.2931757342503942
74849368.jpg,1.250642358991527,5.270259916237061,1.306837333139413
75082704.jpg,1.1421722510158716,5.212982714171281,1.2926311986967325
75316029.jpg,1.0228967893702308,5.163610095216468,1.3316883678908027
75549355.jpg,0.9248598365744937,5.12539057900317,1.3330271953947124
75816027.jpg,0.7875157449779344,5.064115524978067,1.3302862416341545
76049354.jpg,0.6783773608377079,5.013397356071859,1.3321108039344995
76282685.jpg,0.5714312990780097,4.961998366238677,1.3241036943539262
76549347.jpg,0.44857178319177415,4.911556134315805,1.3303246096161208
76749356.jpg,0.3604878764467465,4.863690237346515,1.3416894284229237
77016019.jpg,0.228168849091275,4.814594151470534,1.3328986467050694
77249352.jpg,-0.04894878542775061,4.830899622121518,1.3504281634789808
77516007.jpg,-2.324368704132118,4.937010349672695,1.746257452244697
77716014.jpg,-4.4314576143713325,4.101706162493079,1.6124666745251166
77949344.jpg,-6.011960278221445,2.2469819473239325,1.6874996389423678
78149345.jpg,-6.453376143645541,0.9505009696197696,1.6535005599180537
78382680.jpg,-6.4624399748855,0.5128375700277854,1.6143416820682428
78616008.jpg,-6.279802137526782,0.8919234155179818,1.5481678709113444
78849330.jpg,-6.171737104851996,0.9087852473706806,1.5820521637797085
79082666.jpg,-6.0945389704970925,0.8029725359290489,1.5164067610784373
79316008.jpg,-6.020019381617933,0.6698175839639107,1.5201863198284111
79549334.jpg,-5.9429686496370335,0.5569217757890144,1.5061261922278009
79782666.jpg,-5.872459270633517,0.45656233719663386,1.4714200051378634
80049322.jpg,-5.790986560337556,0.32566733246706137,1.4559693487261418
